,Sentence,Sentiment
8136,jain irrigation looks an excellent bet at this point deven choksey kr choksey securities,1
8137,jain irrigation rallies post q4 results profit up 31,1
8138,jain irrigation shares rally over 4 on plans to sell wind power business,1
8139,jain irrigation to consider raising 200 million stock up,1
8140,jaiprakash associates q1 standalone shoots to rs 334 crore,1
8141,jaiprakash associates dips over on dismal q1 earnings,-1
8142,jaiprakash associates is a risky bet mehraboon irani,-1
8143,jaiprakash power ventures ltd reports rs 133 69 crore profit in q2,0
8144,jaiprakash power ventures dips 14 on asset sale plans to taqa,-1
8145,jammu kashmir bank q2 profit rises by 22 pc,1
8146,jammu and kashmir bank falls on weak december quarterly earnings,-1
8147,jan 6 ford is struggling in the face of slowing truck and suv sales and a surfeit of up to date got to have cars,-1
8148,jan 6 ford is struggling in the face of slowing truck and suv sales and a surfeit of up to date got to have cars,0
8149,janis arbidans ceo of yit celtnieciba said the company was focusing on housing and real estate development market,0
8150,janno reiljan a member of the eesti energia supervisory board said the owners of narva power grid had informed eesti energia about their wish to sell,0
8151,january 03 2014 mecklai financial report on rupee,0
8152,january 06 2014 mecklai financial report on rupee,0
8153,january 07 2014 mecklai financial report on rupee,0
8154,january 09 2014 mecklai financial report on rupee,0
8155,january 11 2014 mecklai financial report on rupee,0
8156,january 15 2014 mecklai financial report on rupee,0
8157,january 22 2014 mecklai financial report on rupee,0
8158,january 23 2014 mecklai financial report on rupee,0
8159,january 31 2014 mecklai financial report on rupee,0
8160,janus overseas fund buys 12 3 lakh strides arcolab shares,1
8161,japan post ipo to include separate listings of bank insurance units,0
8162,japan says electronics ok during take off and landing,0
8163,japan shares hit 15 year high boj stays the course,1
8164,japan shares lead asian lower dollar index droops,-1
8165,japan s asahi to submit bid next week for sabmiller s grolsch and peroni yomiuri,1
8166,japan s nikkei gains for third day on china optimism subdued earnings weighptithe nikkei began a three day rally on friday by surging 2 64 but this week gains have been less than 0 5 and tuesday didn t see a new intraday high but more of a consolidation around the 26 500 mark japan s nikkei stock average ended higher for a third straight session on tuesday as optimism about covid 19 lockdowns ending in major trade partner china outweighed the drag from some disappointing financial results the nikkei traded mostly sideways in the afternoon session to close 0 42 higher at 26 659 75 after briefly dipping into the negative territory in early trade before rallying with other regional markets after chinese equities opened higher most of those gains however fizzled into the midday break energy shares led gains among sub indexes on the nikkei jumping 3 62 after crude oil rallied overnight on expectations for a recovery in chinese demand the broader topix added 0 19 to 1 866 71 sentiment was bolstered as shanghai achieved the long awaited milestone of three straight days with no new covid 19 cases outside quarantine zones which could lead to the beginning of the lifting of restrictions uniqlo store owner fast retailing which has many chinese outlets gained 0 67 department store operator isetan mitsukoshi holdings climbed 5 27 oil company inpex jumped 5 64 making it the second biggest mover in percentage terms after video game maker konami holdings which gained 5 65 the nikkei began a three day rally on friday by surging 2 64 but this week gains have been less than 0 5 and tuesday didn t see a new intraday high but more of a consolidation around the 26 500 mark with a lot of uncertainty still lingering around the external environment it s difficult to chase stock prices higher said a market participant at a domestic securities company of the nikkei s 225 component stocks 124 rose versus 97 that fell with four flat the biggest decliner by a long margin was brewer asahi holdings which tumbled 10 86 after reporting an 83 drop in quarterly operating profit rival kirin holdings fell 4 25 advertising giant dentsu group also sank on disappointing financial results dropping 6 16 the nikkei traded mostly sideways in the afternoon session to close 0 42 higher at 26 659 75 after briefly dipping into the negative territory in early trade before rallying with other regional markets after chinese equities opened higher most of those gains however fizzled into the midday break,1
8167,japan s nikkei lands financial times in 1 3 billion deal,1
8168,japan s recruit prices 2 billion ipo at top of range,0
8169,japan s zero interest rate pushes gold to new high,1
8170,japanese messaging app line files for ipo valued above 10 billion,0
8171,japanese shares lose steam asian shares slip,-1
8172,japanese stocks us bond yields fall on growth concerns,-1
8173,japanese yen slips in asia following weak china data,-1
8174,jarmo honkamaa head of the oil refining business at neste oil says the situation looks promising from their viewpoint,1
8175,jawad williams scored 23 points in an impressive debut for jerusalem with jason rich adding 18 and yuval naimi chipping in with 16 points for hapoel which visits the yellow and blue next week,1
8176,jawed habib files ipo application with sebi to raise rs 60 cr,0
8177,jaypee group stocks plunge on high volumes interest rate scenario,-1
8178,jaypee group stocks rally over 12 on power plant deal with jsw energy,1
8179,jaypee infra q4 grows 7 fold to rs 96 crore,1
8180,jaypee infra ventures sells 3 53 crore shares stocks of other group companies crash by upto 20,-1
8181,jaypee infratech q1 profit down 11 71 to rs 209 94 cr,-1
8182,jaypee sports international merger with jaiprakash associates gets nse nod,1
8183,jaypee reliance group stocks in focus ahead of up results,1
8184,jeder beta tester erh ælt kostenlos sechs monate lang updates und hat laut eigener aussage die m ¦glichkeit die finale version zu beeinflussen,0
8185,jeder beta tester erh ñlt kostenlos sechs monate lang updates und hat laut eigener aussage die m âglichkeit die finale version zu beeinflussen,0
