Sentence,Sentiment
j k bank can slide down to levels closer to 1370 prakash gaba,-1
j k bank nets rs 932 crore in nine months,0
j k bank surges 12 as 1 10 stock split comes into effect,1
j ærvi suomen portti is also planning to reduce the use of sodium nitrite,0
j ñrvi suomen portti is also planning to reduce the use of sodium nitrite,0
jb chemicals pharmaceuticals stock tanks on brand sale to j j,-1
jbcpl stock suffers drastic dip post j j deal to grow other biz with sale proceeds,-1
jbf industries q1 profit falls 60 to rs 4 crore,-1
jbm auto q1 profit jumps over 5 fold to rs 21 crore,1
jbm auto q1 profit soars 60 per cent,1
jbm auto q2 profit up 18 to rs 18 crore,1
jbm auto q3 up 60 per cent at rs 24 crore,1
jbml q2 profit jump two fold at rs 10 30 cr,1
jgb prices fall as greek deal boosts japanese stocks,1
jgbs edge down as investors monitor greek situation,-1
jgbs extend losses as market feels heat from bunds rout,-1
jgbs little changed as rebounding stocks temper safe haven appeal,-1
jgbs little changed bank of japan buying offsets impact of nikkei rally,0
jgbs mixed after solid demand at 5 year auction,0
jgbs mixed underpinned by solid 5 year auction results,0
jgbs steady at lofty levels as stocks slump,0
jhs svendgaard labs sales up 144 28,1
jk cement q3 dips 79,-1
jk cement reports 38 y o y growth in profits,1
jk paper mulls pulp mill in south asia stock up,1
jk paper reports q4 profit at rs 18 07 crore,0
jk tyre industries to consider stock split,0
jkumar infra rallies 10 on strong profit order win,1
jlr effect tata motors may see 102 surge in q3 pat how to trade the stock,1
jlr plants unrest could be near term negative for tata motors goldman sachs,-1
jlr poised to be world s 4th biggest luxury car maker says citi report,1
jlt buys 26 in sunidhis insurance brokerage arm,0
jm asset reconstruction company profits up 142 per cent in h1 2015,1
jmd telefilms to enter mobile phone biz stock up,1
jnpt s october march up 14 at rs 312 crore,1
jp associates is a decent buy closer to 60 62 levels ambareesh baliga,1
jp associates q2 profit nearly halved at rs 68 crore,-1
jp chalasani quits reliance power to join punj lloyd,0
jp infra a safer stock in infrastructure space pankaj pandey icici direct,1
jp infratech is a very very unique project of the country,1
jp morgan elevates nandkumar surti as ceo,0
jp morgan expects that scala will lower nobel biocare s growth forecast for 2007 from the current guidance of 23 25 pct as well as the operating margin target from the current 34 35 pct,-1
jp morgan expects that scala will lower nobel biocare s growth forecast for 2007 from the current guidance of 23 25 pct as well as the operating margin target from the current 34 35 pct,0
jp morgan fund to help domestic investors to invest in us market,0
jpmorgan cuts target price on jet airways by a massive 40 post q3 loss,-1
jpmorgan downgrades ril rating to neutral raises target price to rs 1 100,0
jpmorgan downgrades ril to neutral raises target price to rs 1100,0
jpmorgan handpicks six midcap stocks which can outperform markets in 2015,0
jpmorgan shuffles cfo other execs,0
jpmorgan upgrades titan to overweight sees over 14 upside in 12 months,1
jpx nikkei 400 futures debut amid growing return on equity interest,0
jspl q4 down 39 to rs 477 45 crore,-1
jspl buys back shares worth rs 500 crore,1
jspl down on cag report prakash diwan,-1
jspl hits 52 week low down over 20 since july,-1
jspl may be spared complete de allocation of coal blocks deven choksey kr choksey securities,0
jspl posts loss of rs 1675 crore in q3fy15 cuts jobs to save costs,0
jspl scrip factoring in all the negatives will see a gradual rise prakash diwan,-1
jspl shares slump over 10 amid reports of bids rejection,-1
jspl shares tank over 8 5 mcap down rs 1 482 crore,-1
jspl surges as delhi hc stops auction of two coal blocks,1
jspl monnet niit tech three stocks that stole the show,1
jsw energy december quarter profit after tax drops 34 per cent,-1
jsw energy q2 up 54 at rs 492 crore,1
jsw energy closes up a paltry 0 75 on bse,1
jsw energy gains coal based plants favoured,1
jsw energy quarterly profit soars to rs 214 crore,1
jsw energy to be included in nifty midcap 50 index,1
jsw steel q1 steel production up 1 at 2 86 mt,1
jsw steel q4 profit up 29 88 at rs 793 63 crore,1
jsw steel keen to acquire assets of bhushan group sources,0
jsw steel little changed despite unfavourable ruling against subsidiary,0
